id,category,title,brand,price_raw,price_numeric,currency,unit,moq,supplier_name,location,rating,num_reviews,lead_time_days,product_url,listed_at,description,price_per_moq
P001605,Construction Equipment,Suresh Fabrics Product P-727,Suresh Fabrics,"INR 46,330.0 per pack",46330.0,INR,pack,10,Suresh Fabrics (Group),"Chennai, Tamil Nadu",4.9,61,30,https://example.com/construction-equipment/1605,2024-12-17T20:41:47.076202,Nihil repellat dolore et odit repellat quae cum commodi maxime velit incidunt voluptas.,4633.0
P001608,Construction Equipment,Suresh Fabrics Product P-121,Suresh Fabrics,"INR 8,530.0 per piece",8530.0,INR,piece,10,Suresh Fabrics (Inc),"Pune, Maharashtra",4.6,115,1,https://example.com/construction-equipment/1608,2025-05-17T20:41:47.076303,Quaerat eius deserunt perferendis laborum suscipit vitae expedita omnis.,853.0
P001609,Electronics,GigaElectro Industrial Motor M-771,GigaElectro,"INR 23,120.0 per piece",23120.0,INR,piece,5,GigaElectro (PLC),"Mumbai, Maharashtra",4.8,119,14,https://example.com/electronics/1609,2025-07-21T20:41:47.076344,Vel perspiciatis nesciunt labore fugiat quae ipsa quo illo iste eos non quam.,4624.0
P001610,Industrial Machinery,Metro Components Hydraulic Press Model 68pm,Metro Components,"INR 88,700.0 per meter",88700.0,INR,meter,1,Metro Components (LLC),"Surat, Gujarat",4.5,34,7,https://example.com/industrial-machinery/1610,2025-10-07T20:41:47.076391,Accusamus nostrum facilis cum reprehenderit eligendi consequuntur perferendis placeat facilis quos.,88700.0
P001611,Construction Equipment,RoboMach Product P-932,RoboMach,"INR 48,490.0 per set",48490.0,INR,set,50,RoboMach (and Sons),"Bengaluru, Karnataka",3.3,86,14,https://example.com/construction-equipment/1611,2025-10-03T20:41:47.076432,Neque quis doloribus numquam accusamus accusantium possimus laboriosam.,969.8
P001612,Industrial Machinery,Mahadev Works Hydraulic Press Model 36dW,Mahadev Works,"INR 244,600.0 per meter",244600.0,INR,meter,2,Mahadev Works (Inc),"Chennai, Tamil Nadu",5.0,73,1,https://example.com/industrial-machinery/1612,2024-11-16T20:41:47.076476,Laudantium odit beatae tenetur eveniet quia atque architecto quae tenetur in adipisci.,122300.0
P001613,Industrial Machinery,GigaElectro Hydraulic Press Model 02zw,GigaElectro,"INR 369,500.0 per set",369500.0,INR,set,2,GigaElectro (PLC),"Pune, Maharashtra",3.2,34,3,https://example.com/industrial-machinery/1613,2025-06-20T20:41:47.076522,Quaerat pariatur sapiente tenetur nisi sint ullam dignissimos et magni quae facere tempora nobis autem.,184750.0
P001614,Construction Equipment,Mahadev Works Product P-967,Mahadev Works,"INR 81,230.0 per piece",81230.0,INR,piece,50,Mahadev Works (PLC),"Surat, Gujarat",4.7,55,30,https://example.com/construction-equipment/1614,2024-10-24T20:41:47.076563,Repellendus fugit voluptas quae unde voluptates harum eligendi.,1624.6
P001615,Chemical Supplies,Nova Chemicals Industrial Solvent S-320,Nova Chemicals,"INR 143,680.0 per piece",143680.0,INR,piece,10,Nova Chemicals (and Sons),"Pune, Maharashtra",3.9,76,7,https://example.com/chemical-supplies/1615,2025-02-27T20:41:47.076616,Velit veniam possimus repellendus illum facilis quod consequuntur.,14368.0
P001616,Chemical Supplies,OmniPack Industrial Solvent S-685,OmniPack,"INR 34,450.0 per kg",34450.0,INR,kg,10,OmniPack (LLC),"Faridabad, Haryana",4.2,41,7,https://example.com/chemical-supplies/1616,2025-03-24T20:41:47.076702,Temporibus voluptates libero consectetur a repellat porro quasi omnis accusantium hic amet esse quia ratione eum.,3445.0
P001617,Electronics,RoboMach Industrial Motor M-908,RoboMach,"INR 20,390.0 per kg",20390.0,INR,kg,50,RoboMach (LLC),"Pune, Maharashtra",3.5,86,14,https://example.com/electronics/1617,2024-11-07T20:41:47.076750,Dignissimos corporis soluta id officiis quas soluta possimus dicta doloremque tempore.,407.8
P001619,Chemical Supplies,Mahadev Works Industrial Solvent S-931,Mahadev Works,"INR 151,230.0 per set",151230.0,INR,set,10,Mahadev Works (PLC),"Mumbai, Maharashtra",3.8,117,3,https://example.com/chemical-supplies/1619,2024-12-16T20:41:47.076903,Maxime quas repellat est reprehenderit voluptas cupiditate officia veniam excepturi veritatis aperiam molestiae.,15123.0
P001621,Chemical Supplies,Metro Components Industrial Solvent S-662,Metro Components,"INR 165,040.0 per pack",165040.0,INR,pack,1,Metro Components (PLC),"Faridabad, Haryana",3.3,13,30,https://example.com/chemical-supplies/1621,2025-10-16T20:41:47.077087,Maiores repellat consequuntur consequatur odio maxime expedita.,165040.0
P001623,Chemical Supplies,OmniPack Industrial Solvent S-583,OmniPack,"INR 132,060.0 per set",132060.0,INR,set,5,OmniPack (Ltd),"Surat, Gujarat",3.8,52,1,https://example.com/chemical-supplies/1623,2025-06-25T20:41:47.077258,Ab nostrum libero dicta ipsum magnam voluptatem atque nesciunt commodi.,26412.0
P001624,Construction Equipment,Mahadev Works Product P-426,Mahadev Works,"INR 16,410.0 per set",16410.0,INR,set,50,Mahadev Works (PLC),"Mumbai, Maharashtra",4.8,64,1,https://example.com/construction-equipment/1624,2025-02-07T20:41:47.077344,Labore illum sint officia quidem aut repellat incidunt porro atque.,328.2
P001625,Electronics,Metro Components Industrial Motor M-776,Metro Components,"INR 34,900.0 per set",34900.0,INR,set,10,Metro Components (and Sons),"Hyderabad, Telangana",3.7,26,30,https://example.com/electronics/1625,2024-11-26T20:41:47.077422,Molestiae vero illum doloremque molestias temporibus pariatur ad quas id quod odit itaque illo nihil.,3490.0
P001626,Industrial Machinery,Nova Chemicals Hydraulic Press Model 26BB,Nova Chemicals,"INR 60,600.0 per kg",60600.0,INR,kg,1,Nova Chemicals (Group),"Delhi, Delhi",3.6,105,1,https://example.com/industrial-machinery/1626,2025-09-14T20:41:47.077521,Rerum maiores necessitatibus porro ipsum id veniam voluptatibus eveniet deleniti totam nobis tempora modi non.,60600.0
P001631,Construction Equipment,Metro Components Product P-492,Metro Components,"INR 46,010.0 per kg",46010.0,INR,kg,50,Metro Components (PLC),"Bengaluru, Karnataka",4.3,60,1,https://example.com/construction-equipment/1631,2025-05-06T20:41:47.077928,Natus suscipit expedita iure amet doloremque accusantium consequuntur deserunt commodi quasi corrupti odio aperiam.,920.2
P001633,Construction Equipment,Apex Engineering Product P-180,Apex Engineering,"INR 93,620.0 per piece",93620.0,INR,piece,10,Apex Engineering (Group),"Faridabad, Haryana",3.5,35,30,https://example.com/construction-equipment/1633,2025-04-03T20:41:47.078053,Suscipit accusamus veritatis odit accusantium consequatur ea cupiditate harum.,9362.0
P001635,Industrial Machinery,GigaElectro Hydraulic Press Model 44zQ,GigaElectro,"INR 320,500.0 per piece",320500.0,INR,piece,2,GigaElectro (PLC),"Chennai, Tamil Nadu",4.9,9,3,https://example.com/industrial-machinery/1635,2025-02-14T20:41:47.078188,Temporibus perspiciatis tenetur ducimus quam molestiae laudantium dignissimos officia ducimus fuga ducimus.,160250.0
P001636,Chemical Supplies,Nova Chemicals Industrial Solvent S-146,Nova Chemicals,"INR 3,130.0 per set",3130.0,INR,set,10,Nova Chemicals (Ltd),"Hyderabad, Telangana",3.3,23,3,https://example.com/chemical-supplies/1636,2025-04-27T20:41:47.078233,Tempore voluptate optio in unde maiores pariatur sit magni ratione natus sequi optio.,313.0
P001637,Construction Equipment,RoboMach Product P-586,RoboMach,"INR 84,710.0 per meter",84710.0,INR,meter,1,RoboMach (Ltd),"Delhi, Delhi",3.4,17,3,https://example.com/construction-equipment/1637,2024-12-13T20:41:47.078276,Sequi rerum dolor voluptatem rerum maxime dolores adipisci optio.,84710.0
P001639,Packaging,Metro Components Corrugated Box Double Wall,Metro Components,INR 953.0 per meter,953.0,INR,meter,500,Metro Components (Ltd),"Faridabad, Haryana",4.5,8,1,https://example.com/packaging/1639,2025-09-04T20:41:47.078390,Voluptatum porro sint adipisci ad quam esse reiciendis facere quam nisi minus id.,1.906
P001641,Construction Equipment,Nova Chemicals Product P-773,Nova Chemicals,"INR 45,160.0 per kg",45160.0,INR,kg,50,Nova Chemicals (Ltd),"Faridabad, Haryana",3.7,8,3,https://example.com/construction-equipment/1641,2024-12-24T20:41:47.078570,Tenetur sapiente nihil earum ratione exercitationem occaecati placeat dolores unde aperiam consequuntur nam expedita.,903.2
P001642,Chemical Supplies,Metro Components Industrial Solvent S-502,Metro Components,"INR 112,810.0 per set",112810.0,INR,set,1,Metro Components (Ltd),"Chennai, Tamil Nadu",3.7,95,14,https://example.com/chemical-supplies/1642,2025-10-13T20:41:47.078634,Error exercitationem omnis vero atque distinctio dolorem.,112810.0
P001646,Industrial Machinery,RoboMach Hydraulic Press Model 55sv,RoboMach,"INR 124,100.0 per kg",124100.0,INR,kg,2,RoboMach (Inc),"Bengaluru, Karnataka",4.7,52,1,https://example.com/industrial-machinery/1646,2025-03-11T20:41:47.078890,Odio inventore aliquam nobis tenetur aspernatur doloremque atque labore temporibus esse.,62050.0
P001647,Industrial Machinery,Suresh Fabrics Hydraulic Press Model 55WR,Suresh Fabrics,"INR 401,300.0 per set",401300.0,INR,set,1,Suresh Fabrics (and Sons),"Ahmedabad, Gujarat",3.9,77,3,https://example.com/industrial-machinery/1647,2025-08-14T20:41:47.078937,Praesentium unde in labore molestiae autem iste dolorum dolorum atque sapiente sapiente pariatur rerum.,401300.0
P001648,Chemical Supplies,RoboMach Industrial Solvent S-562,RoboMach,"INR 189,980.0 per meter",189980.0,INR,meter,10,RoboMach (Group),"Chennai, Tamil Nadu",3.6,66,7,https://example.com/chemical-supplies/1648,2025-02-06T20:41:47.078981,Sunt cupiditate incidunt maiores minima maiores quos ipsam cum nihil ut.,18998.0
P001649,Industrial Machinery,Vijay Industries Hydraulic Press Model 69of,Vijay Industries,"INR 319,900.0 per piece",319900.0,INR,piece,2,Vijay Industries (PLC),"Faridabad, Haryana",3.4,114,3,https://example.com/industrial-machinery/1649,2024-11-24T20:41:47.079030,Dolores ratione doloremque nulla excepturi asperiores quia velit est adipisci ex nulla nihil.,159950.0
P001650,Industrial Machinery,Suresh Fabrics Hydraulic Press Model 22RT,Suresh Fabrics,"INR 174,800.0 per meter",174800.0,INR,meter,1,Suresh Fabrics (Ltd),"Ahmedabad, Gujarat",3.7,68,30,https://example.com/industrial-machinery/1650,2025-05-04T20:41:47.079086,Ipsam perspiciatis aut cupiditate quis eligendi dolorem quod ullam minus aliquam magnam sed.,174800.0
P001653,Electronics,RoboMach Industrial Motor M-443,RoboMach,"INR 9,970.0 per set",9970.0,INR,set,10,RoboMach (Inc),"Ahmedabad, Gujarat",4.1,52,7,https://example.com/electronics/1653,2025-06-05T20:41:47.079212,Sed dicta error ipsa nostrum dolore recusandae suscipit placeat sequi optio nesciunt laborum perspiciatis autem.,997.0
P001655,Textiles,Nova Chemicals Cotton Fabric Printed,Nova Chemicals,"INR 2,930.0 per piece",2930.0,INR,piece,50,Nova Chemicals (and Sons),"Pune, Maharashtra",4.3,26,30,https://example.com/textiles/1655,2024-11-28T20:41:47.079290,Assumenda amet magnam dolorem nulla culpa nisi doloribus necessitatibus asperiores eum dolor itaque quod beatae ad.,58.6
P001658,Industrial Machinery,Metro Components Hydraulic Press Model 60pP,Metro Components,"INR 135,000.0 per meter",135000.0,INR,meter,1,Metro Components (Inc),"Kolkata, West Bengal",4.9,70,30,https://example.com/industrial-machinery/1658,2025-05-30T20:41:47.079396,Ab quos ratione earum placeat itaque expedita numquam modi quam dolores.,135000.0
P001662,Industrial Machinery,Metro Components Hydraulic Press Model 14ST,Metro Components,"INR 201,900.0 per kg",201900.0,INR,kg,5,Metro Components (Inc),"Pune, Maharashtra",4.0,29,3,https://example.com/industrial-machinery/1662,2024-12-06T20:41:47.079528,Vitae totam itaque inventore eaque facilis recusandae.,40380.0
P001664,Electronics,Vijay Industries Industrial Motor M-296,Vijay Industries,"INR 10,560.0 per set",10560.0,INR,set,1,Vijay Industries (LLC),"Delhi, Delhi",4.2,78,7,https://example.com/electronics/1664,2025-02-12T20:41:47.079605,Harum beatae delectus incidunt aspernatur ipsa quasi repellat porro perferendis magnam quibusdam.,10560.0
P001665,Industrial Machinery,Metro Components Hydraulic Press Model 63Lw,Metro Components,"INR 160,800.0 per set",160800.0,INR,set,2,Metro Components (Group),"Bengaluru, Karnataka",4.0,21,3,https://example.com/industrial-machinery/1665,2025-06-28T20:41:47.079656,Consequatur illo repudiandae unde ipsam dolor ad facilis.,80400.0
P001667,Electronics,Nova Chemicals Industrial Motor M-466,Nova Chemicals,"INR 5,470.0 per meter",5470.0,INR,meter,1,Nova Chemicals (and Sons),"Kolkata, West Bengal",4.0,94,14,https://example.com/electronics/1667,2024-12-08T20:41:47.079775,Incidunt quas a veritatis beatae rem impedit atque error numquam aut delectus maiores beatae.,5470.0
P001670,Construction Equipment,Vijay Industries Product P-912,Vijay Industries,"INR 17,670.0 per set",17670.0,INR,set,10,Vijay Industries (Group),"Bengaluru, Karnataka",3.8,51,7,https://example.com/construction-equipment/1670,2025-06-13T20:41:47.080089,Fugit nisi eius aliquam eaque fugiat vel corporis.,1767.0
P001671,Construction Equipment,GigaElectro Product P-118,GigaElectro,"INR 89,950.0 per pack",89950.0,INR,pack,10,GigaElectro (Group),"Kolkata, West Bengal",4.9,87,30,https://example.com/construction-equipment/1671,2025-06-16T20:41:47.080223,Consectetur culpa laboriosam maxime accusantium modi ipsum nesciunt voluptates.,8995.0
P001672,Construction Equipment,Metro Components Product P-607,Metro Components,"INR 45,770.0 per meter",45770.0,INR,meter,1,Metro Components (LLC),"Surat, Gujarat",3.8,48,1,https://example.com/construction-equipment/1672,2025-02-09T20:41:47.080294,Minima quas saepe maxime dolorum nemo tempora neque ipsum nobis et ut consequatur laudantium.,45770.0
P001673,Chemical Supplies,Mahadev Works Industrial Solvent S-148,Mahadev Works,"INR 182,020.0 per meter",182020.0,INR,meter,1,Mahadev Works (Group),"Pune, Maharashtra",3.8,34,7,https://example.com/chemical-supplies/1673,2025-06-07T20:41:47.080372,Voluptates explicabo qui mollitia modi aut velit voluptas inventore laudantium occaecati placeat.,182020.0
P001674,Chemical Supplies,PrimeTextiles Industrial Solvent S-563,PrimeTextiles,"INR 35,370.0 per pack",35370.0,INR,pack,10,PrimeTextiles (Inc),"Surat, Gujarat",4.2,25,1,https://example.com/chemical-supplies/1674,2025-04-06T20:41:47.080429,Dicta atque nisi voluptatem facilis explicabo repellendus quia quidem aut nisi non dolor.,3537.0
P001675,Textiles,Apex Engineering Cotton Fabric Plain,Apex Engineering,INR 495.0 per piece,495.0,INR,piece,50,Apex Engineering (PLC),"Surat, Gujarat",4.5,6,7,https://example.com/textiles/1675,2025-09-08T20:41:47.080477,Architecto nemo tempora minima porro nihil neque nesciunt hic voluptatem cumque aliquid quis officia.,9.9
P001680,Electronics,Apex Engineering Industrial Motor M-581,Apex Engineering,"INR 16,610.0 per kg",16610.0,INR,kg,5,Apex Engineering (Ltd),"Faridabad, Haryana",4.7,64,30,https://example.com/electronics/1680,2025-09-19T20:41:47.080665,Rerum sint tempore temporibus autem praesentium delectus deleniti repellat commodi molestiae.,3322.0
P001681,Chemical Supplies,PrimeTextiles Industrial Solvent S-399,PrimeTextiles,"INR 35,070.0 per set",35070.0,INR,set,5,PrimeTextiles (LLC),"Chennai, Tamil Nadu",3.6,77,7,https://example.com/chemical-supplies/1681,2024-12-29T20:41:47.080709,Ducimus repudiandae quam mollitia et atque harum quod nobis ab quo iusto.,7014.0
P001683,Chemical Supplies,PrimeTextiles Industrial Solvent S-217,PrimeTextiles,"INR 2,110.0 per pack",2110.0,INR,pack,5,PrimeTextiles (Group),"Kolkata, West Bengal",4.4,50,30,https://example.com/chemical-supplies/1683,2025-01-14T20:41:47.080871,Eveniet veniam unde in magni architecto dignissimos vitae iusto vel.,422.0
P001684,Construction Equipment,Vijay Industries Product P-707,Vijay Industries,"INR 88,990.0 per pack",88990.0,INR,pack,10,Vijay Industries (Ltd),"Ahmedabad, Gujarat",4.6,73,14,https://example.com/construction-equipment/1684,2025-06-12T20:41:47.080976,Commodi omnis provident voluptate provident debitis consequatur cupiditate cupiditate.,8899.0
P001685,Packaging,Vijay Industries Corrugated Box Single Wall,Vijay Industries,"INR 1,011.0 per set",1011.0,INR,set,500,Vijay Industries (LLC),"Mumbai, Maharashtra",3.6,76,7,https://example.com/packaging/1685,2025-05-19T20:41:47.081065,Porro minima recusandae quam repellat aperiam perferendis doloribus.,2.022
P001686,Industrial Machinery,RoboMach Hydraulic Press Model 36ut,RoboMach,"INR 456,900.0 per meter",456900.0,INR,meter,2,RoboMach (Inc),"Pune, Maharashtra",3.9,40,14,https://example.com/industrial-machinery/1686,2025-07-09T20:41:47.081190,Tempora aut ratione enim cumque quis mollitia sequi.,228450.0
P001687,Industrial Machinery,Nova Chemicals Hydraulic Press Model 20kS,Nova Chemicals,"INR 246,000.0 per meter",246000.0,INR,meter,1,Nova Chemicals (LLC),"Surat, Gujarat",4.6,95,3,https://example.com/industrial-machinery/1687,2024-11-20T20:41:47.081304,Repellat quidem ab nobis ipsa expedita tempora at pariatur maiores.,246000.0
P001689,Electronics,Mahadev Works Industrial Motor M-891,Mahadev Works,"INR 6,960.0 per set",6960.0,INR,set,1,Mahadev Works (and Sons),"Chennai, Tamil Nadu",4.8,118,1,https://example.com/electronics/1689,2025-05-20T20:41:47.081427,Aliquam est odio error eveniet at odio animi tenetur debitis similique pariatur reprehenderit architecto.,6960.0
P001691,Chemical Supplies,Apex Engineering Industrial Solvent S-696,Apex Engineering,"INR 186,930.0 per piece",186930.0,INR,piece,5,Apex Engineering (PLC),"Ahmedabad, Gujarat",3.8,39,30,https://example.com/chemical-supplies/1691,2025-07-26T20:41:47.081541,Quod necessitatibus doloremque modi at dolorum rerum numquam molestiae.,37386.0
P001692,Industrial Machinery,Metro Components Hydraulic Press Model 39Rb,Metro Components,"INR 115,700.0 per kg",115700.0,INR,kg,5,Metro Components (PLC),"Mumbai, Maharashtra",3.2,27,30,https://example.com/industrial-machinery/1692,2025-04-11T20:41:47.081620,Quos esse eligendi occaecati corrupti a incidunt debitis quia earum.,23140.0
P001693,Industrial Machinery,Mahadev Works Hydraulic Press Model 33Zt,Mahadev Works,"INR 231,500.0 per meter",231500.0,INR,meter,5,Mahadev Works (Ltd),"Ahmedabad, Gujarat",4.3,36,7,https://example.com/industrial-machinery/1693,2025-09-22T20:41:47.081702,Molestiae dolorem dolores dignissimos fuga vel qui fugit temporibus ducimus alias ipsa repellat repellat cupiditate.,46300.0
P001695,Packaging,Metro Components Corrugated Box Single Wall,Metro Components,"INR 1,867.0 per kg",1867.0,INR,kg,500,Metro Components (PLC),"Kolkata, West Bengal",4.5,81,7,https://example.com/packaging/1695,2025-08-06T20:41:47.081826,Non sunt ullam sapiente sint dolorum incidunt temporibus sit in eveniet eum.,3.734
P001696,Electronics,Nova Chemicals Industrial Motor M-176,Nova Chemicals,"INR 5,110.0 per kg",5110.0,INR,kg,50,Nova Chemicals (LLC),"Hyderabad, Telangana",3.6,5,7,https://example.com/electronics/1696,2025-10-12T20:41:47.081905,Ea commodi molestias dicta alias nihil nihil.,102.2
P001697,Electronics,Nova Chemicals Industrial Motor M-428,Nova Chemicals,"INR 21,210.0 per meter",21210.0,INR,meter,5,Nova Chemicals (PLC),"Chennai, Tamil Nadu",4.0,72,7,https://example.com/electronics/1697,2025-07-03T20:41:47.081980,Distinctio eius eligendi quas officia pariatur maiores inventore ipsum molestiae neque itaque illum autem.,4242.0
P001698,Industrial Machinery,Metro Components Hydraulic Press Model 06Ld,Metro Components,"INR 123,500.0 per kg",123500.0,INR,kg,1,Metro Components (Inc),"Kolkata, West Bengal",4.6,28,14,https://example.com/industrial-machinery/1698,2025-07-26T20:41:47.082081,Numquam tenetur aspernatur vitae dolor minima recusandae veritatis ut ipsum excepturi.,123500.0
P001699,Construction Equipment,Mahadev Works Product P-756,Mahadev Works,"INR 12,310.0 per meter",12310.0,INR,meter,50,Mahadev Works (Group),"Ahmedabad, Gujarat",4.3,47,14,https://example.com/construction-equipment/1699,2025-06-08T20:41:47.082166,A excepturi molestiae magnam velit placeat fugit optio ea suscipit placeat dignissimos.,246.2
P001701,Construction Equipment,GigaElectro Product P-056,GigaElectro,"INR 80,810.0 per set",80810.0,INR,set,1,GigaElectro (Group),"Mumbai, Maharashtra",4.0,34,7,https://example.com/construction-equipment/1701,2025-01-31T20:41:47.082313,Ratione dolorem exercitationem aliquid repudiandae quibusdam eaque debitis natus asperiores rerum modi cumque ex ipsum.,80810.0
P001705,Industrial Machinery,Suresh Fabrics Hydraulic Press Model 30Ws,Suresh Fabrics,"INR 466,800.0 per meter",466800.0,INR,meter,1,Suresh Fabrics (Ltd),"Hyderabad, Telangana",4.7,19,14,https://example.com/industrial-machinery/1705,2025-02-18T20:41:47.082630,Similique corporis sit provident itaque minima quis aliquid dolor eveniet corporis veniam quibusdam dolor.,466800.0
P001706,Industrial Machinery,Suresh Fabrics Hydraulic Press Model 44nO,Suresh Fabrics,"INR 471,900.0 per kg",471900.0,INR,kg,1,Suresh Fabrics (PLC),"Bengaluru, Karnataka",4.1,62,14,https://example.com/industrial-machinery/1706,2024-12-21T20:41:47.082731,Illo quos fugiat qui doloribus autem asperiores vitae deserunt fuga perspiciatis.,471900.0
P001707,Electronics,Vijay Industries Industrial Motor M-170,Vijay Industries,"INR 21,790.0 per kg",21790.0,INR,kg,5,Vijay Industries (Group),"Bengaluru, Karnataka",4.3,21,7,https://example.com/electronics/1707,2025-07-29T20:41:47.082819,Saepe suscipit error sint itaque suscipit cupiditate impedit consequatur doloribus.,4358.0
P001709,Chemical Supplies,Mahadev Works Industrial Solvent S-348,Mahadev Works,"INR 179,520.0 per set",179520.0,INR,set,10,Mahadev Works (Ltd),"Mumbai, Maharashtra",3.2,22,1,https://example.com/chemical-supplies/1709,2025-08-11T20:41:47.082978,Consequuntur explicabo deleniti quibusdam ratione soluta sit vitae quos labore iure nam.,17952.0
P001710,Textiles,Suresh Fabrics Cotton Fabric Knitted,Suresh Fabrics,"INR 3,444.0 per pack",3444.0,INR,pack,100,Suresh Fabrics (LLC),"Delhi, Delhi",3.3,114,7,https://example.com/textiles/1710,2025-05-02T20:41:47.083030,Eaque corrupti vero laboriosam iusto aspernatur nisi.,34.44
P001711,Industrial Machinery,Apex Engineering Hydraulic Press Model 53tf,Apex Engineering,"INR 498,300.0 per piece",498300.0,INR,piece,1,Apex Engineering (Inc),"Surat, Gujarat",3.2,118,3,https://example.com/industrial-machinery/1711,2025-07-23T20:41:47.083166,Quidem quisquam officiis dignissimos numquam animi adipisci quaerat necessitatibus eius alias illum.,498300.0
P001712,Chemical Supplies,Mahadev Works Industrial Solvent S-658,Mahadev Works,"INR 23,290.0 per kg",23290.0,INR,kg,10,Mahadev Works (and Sons),"Surat, Gujarat",4.7,9,30,https://example.com/chemical-supplies/1712,2025-05-26T20:41:47.083305,Quia quam exercitationem minima vero ex omnis facilis exercitationem debitis.,2329.0
P001713,Electronics,Metro Components Industrial Motor M-326,Metro Components,"INR 23,390.0 per set",23390.0,INR,set,10,Metro Components (Group),"Faridabad, Haryana",3.4,77,3,https://example.com/electronics/1713,2024-10-31T20:41:47.083389,Occaecati totam perferendis accusamus vero ea adipisci.,2339.0
P001715,Construction Equipment,Vijay Industries Product P-989,Vijay Industries,"INR 42,380.0 per kg",42380.0,INR,kg,1,Vijay Industries (PLC),"Ahmedabad, Gujarat",3.6,59,3,https://example.com/construction-equipment/1715,2024-10-23T20:41:47.083542,Rerum voluptatibus assumenda aut suscipit magnam quibusdam ipsum ut illo asperiores quas iusto.,42380.0
P001716,Electronics,Apex Engineering Industrial Motor M-618,Apex Engineering,"INR 4,430.0 per set",4430.0,INR,set,1,Apex Engineering (Ltd),"Delhi, Delhi",5.0,16,3,https://example.com/electronics/1716,2025-09-11T20:41:47.083623,Maiores pariatur eligendi iure nesciunt id officiis quos fugit suscipit provident accusamus fuga.,4430.0
P001720,Chemical Supplies,Suresh Fabrics Industrial Solvent S-852,Suresh Fabrics,"INR 191,700.0 per set",191700.0,INR,set,10,Suresh Fabrics (LLC),"Mumbai, Maharashtra",4.8,21,7,https://example.com/chemical-supplies/1720,2025-03-20T20:41:47.083880,Error esse consectetur deleniti non eligendi accusantium tempore soluta cumque quam quos laboriosam dolorem.,19170.0
P001721,Industrial Machinery,Mahadev Works Hydraulic Press Model 51IV,Mahadev Works,"INR 444,000.0 per set",444000.0,INR,set,1,Mahadev Works (Ltd),"Mumbai, Maharashtra",4.8,30,30,https://example.com/industrial-machinery/1721,2024-12-13T20:41:47.084036,Impedit unde sint laboriosam atque at dignissimos facilis magnam deleniti consequuntur maiores deserunt.,444000.0
P001722,Chemical Supplies,GigaElectro Industrial Solvent S-658,GigaElectro,"INR 181,650.0 per set",181650.0,INR,set,10,GigaElectro (Inc),"Hyderabad, Telangana",3.3,1,7,https://example.com/chemical-supplies/1722,2024-10-19T20:41:47.084171,Distinctio numquam minima modi odit possimus laborum nobis exercitationem numquam nulla repellat.,18165.0
P001723,Textiles,RoboMach Cotton Fabric Printed,RoboMach,"INR 1,719.0 per meter",1719.0,INR,meter,10,RoboMach (PLC),"Faridabad, Haryana",3.6,18,7,https://example.com/textiles/1723,2024-11-04T20:41:47.084256,Provident perspiciatis voluptate totam voluptas mollitia fugiat facere maxime suscipit sint.,171.9
P001724,Construction Equipment,OmniPack Product P-675,OmniPack,"INR 28,070.0 per pack",28070.0,INR,pack,10,OmniPack (PLC),"Surat, Gujarat",4.3,78,3,https://example.com/construction-equipment/1724,2025-03-10T20:41:47.084331,Dolor dignissimos sequi nesciunt est quis nemo molestias quaerat.,2807.0
P001725,Construction Equipment,Apex Engineering Product P-003,Apex Engineering,"INR 46,040.0 per pack",46040.0,INR,pack,50,Apex Engineering (PLC),"Faridabad, Haryana",3.7,96,14,https://example.com/construction-equipment/1725,2025-09-26T20:41:47.084402,Reprehenderit sint deleniti consectetur non repellendus est culpa.,920.8
P001726,Textiles,Suresh Fabrics Cotton Fabric Plain,Suresh Fabrics,"INR 2,066.0 per meter",2066.0,INR,meter,10,Suresh Fabrics (Ltd),"Hyderabad, Telangana",4.9,117,30,https://example.com/textiles/1726,2024-12-30T20:41:47.084486,Soluta nemo quia doloribus quis amet nesciunt unde cupiditate maiores culpa temporibus eos voluptatibus eos illo.,206.6
P001727,Electronics,Suresh Fabrics Industrial Motor M-331,Suresh Fabrics,"INR 41,820.0 per meter",41820.0,INR,meter,5,Suresh Fabrics (LLC),"Pune, Maharashtra",3.7,83,1,https://example.com/electronics/1727,2025-06-23T20:41:47.084608,Facere sed veritatis eum aliquam animi esse ab ipsam at quae tempora.,8364.0
P001728,Construction Equipment,RoboMach Product P-965,RoboMach,"INR 26,160.0 per piece",26160.0,INR,piece,10,RoboMach (PLC),"Faridabad, Haryana",3.6,28,14,https://example.com/construction-equipment/1728,2025-06-18T20:41:47.084704,Esse quisquam eum illum saepe inventore quibusdam esse voluptates esse quos quia delectus nihil consequuntur.,2616.0
P001729,Chemical Supplies,Apex Engineering Industrial Solvent S-994,Apex Engineering,"INR 87,140.0 per kg",87140.0,INR,kg,1,Apex Engineering (LLC),"Faridabad, Haryana",4.7,69,14,https://example.com/chemical-supplies/1729,2025-10-10T20:41:47.084777,Animi esse aspernatur nulla quasi aut in autem possimus.,87140.0
P001731,Chemical Supplies,OmniPack Industrial Solvent S-268,OmniPack,"INR 145,690.0 per pack",145690.0,INR,pack,1,OmniPack (and Sons),"Bengaluru, Karnataka",3.2,54,1,https://example.com/chemical-supplies/1731,2025-05-03T20:41:47.084863,Porro odio libero unde illo officiis fugit nulla quod.,145690.0
